"id","date","salutation","title","mail","creation_date","newsletter","model","paymenttype","deliverytype","invoicepostcode","delivpostcode","voucher","advertisingdatacode","value","numberitems","gift","entry","points","shippingcosts","deliverydatepromised","deliverydatereal","weight","remitted","cancelled","used","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","reorder"
938,"2008-12-22",1,0,0,"2008-12-22",0,1,2,0,49,NA,0,"",4,4,0,0,0,0,"2009-01-06","2009-01-03",2195,1,0,0,4,0,0,0,0,0,0,0,0,0,0,"no"
939,"2008-09-06",1,0,5,"2008-09-06",1,2,2,0,44,NA,0,"",2,1,0,1,0,1,"2008-09-09","2008-09-08",215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"no"
940,"2008-05-14",0,0,4,"2008-05-14",0,1,0,0,14,NA,0,"",2,2,0,0,0,1,"2008-05-16","2008-05-15",963,0,0,2,2,0,0,0,0,0,0,0,0,0,0,"yes"
943,"2008-08-30",0,0,9,"2008-08-30",0,3,0,0,17,NA,0,"",4,1,0,1,0,0,"2008-09-02","2008-09-01",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
944,"2008-10-04",0,0,12,"2008-10-04",0,3,1,1,12,NA,0,"",1,1,0,1,0,0,"2008-10-17","2008-11-11",110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"yes"
945,"2008-07-07",0,0,9,"2008-07-07",0,2,0,0,52,NA,0,"",2,1,0,1,0,1,"2008-07-09","2008-07-08",259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"no"
946,"2008-07-30",2,0,12,"2008-07-30",0,2,1,1,50,NA,0,"",5,1,0,1,0,0,"2008-07-31","2008-07-30",408,0,0,0,8,0,0,0,0,0,0,0,0,0,0,"no"
947,"2008-12-14",0,0,1,"2008-12-14",1,1,0,0,71,NA,1,"BD",3,1,0,0,0,0,"2008-12-16","2008-12-16",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
948,"2008-12-22",0,0,8,"2008-12-22",0,1,0,0,53,NA,0,"",2,1,0,0,0,1,"2008-12-23","2008-12-23",150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
949,"2008-06-17",1,0,12,"2008-06-17",0,3,1,1,48,NA,0,"",2,1,0,1,0,0,"2008-06-18","2008-06-17",480,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
950,"2008-10-03",0,0,4,"2008-10-03",0,3,1,1,89,NA,0,"",4,1,0,1,0,0,"2008-10-06","2008-10-05",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"yes"
951,"2008-04-22",2,0,12,"2008-04-22",0,1,0,0,27,NA,0,"CA",5,1,0,0,0,0,"2008-04-23","2008-04-22",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
952,"2008-07-07",1,0,4,"2008-07-07",0,3,0,0,13,NA,0,"",5,4,0,1,0,0,"2008-07-09","2008-07-08",1940,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"yes"
953,"2008-09-04",0,0,9,"2008-09-04",0,3,1,1,12,NA,0,"",1,1,0,1,0,0,"2008-09-05","2008-09-04",284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"no"
954,"2008-06-01",2,0,9,"2008-06-01",0,3,3,0,65,NA,1,"",3,2,0,1,0,0,"2008-06-17","2008-06-06",127,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"no"
955,"2008-10-29",0,0,12,"2008-10-29",0,1,1,1,20,NA,0,"",1,1,0,0,0,0,"2008-10-30","2008-10-29",205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"yes"
958,"2008-07-23",1,0,9,"2008-07-23",0,3,1,1,90,NA,0,"",5,3,0,1,0,0,"2008-07-24","2008-07-23",2280,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"no"
959,"2008-04-03",2,0,1,"2008-04-03",0,1,3,0,28,NA,0,"",2,1,1,0,0,1,"2008-04-04","2008-04-03",596,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no"
961,"2008-04-14",0,0,9,"2008-04-14",0,1,0,0,48,NA,0,"",3,1,0,0,0,0,"2009-04-16","0000-00-00",692,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"no"
962,"2008-11-17",0,0,7,"2008-11-17",0,1,0,0,81,NA,0,"",1,1,0,0,0,0,"2008-11-18","2008-11-18",326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
963,"2008-06-15",1,0,4,"2008-06-15",0,1,0,0,77,NA,1,"",3,2,0,0,0,0,"2008-06-17","2008-06-16",608,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"no"
964,"2008-09-15",1,0,8,"2008-09-15",1,1,2,0,27,NA,0,"",1,1,0,0,0,0,"2008-09-17","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"no"
965,"2008-12-03",0,0,4,"2008-12-03",0,3,1,1,30,NA,0,"",3,1,0,1,0,0,"2009-12-07","2009-03-07",619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
966,"2008-05-07",1,0,12,"2008-05-07",0,2,2,0,44,NA,0,"",3,1,0,1,0,0,"2008-05-09","2008-05-08",879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
967,"2008-06-09",1,0,4,"2008-06-09",0,3,1,1,64,NA,0,"",3,1,0,1,0,0,"2008-06-11","2008-06-11",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
968,"2008-12-05",1,0,2,"2008-12-05",1,3,2,0,89,NA,0,"",3,2,0,1,0,0,"2008-12-09","2008-12-06",650,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"no"
969,"2008-07-10",0,0,4,"2008-07-10",0,3,1,1,35,NA,0,"",1,1,0,1,0,0,"2008-07-14","2008-07-12",228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"yes"
970,"2008-06-23",1,0,12,"2008-06-23",0,3,2,0,65,NA,0,"AQ",3,1,0,0,0,0,"2008-06-24","2008-06-24",797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
971,"2008-08-28",1,0,4,"2008-08-28",0,1,3,0,69,NA,0,"",5,1,0,0,0,0,"2008-09-10","2008-09-11",2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"no"
972,"2008-12-29",0,0,12,"2008-12-29",0,2,0,0,40,NA,1,"",2,2,0,1,0,0,"2009-01-13","2009-01-03",934,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"yes"
973,"2008-09-25",1,0,12,"2008-09-25",0,1,0,0,79,NA,0,"",2,2,0,0,0,1,"2008-09-29","2008-09-26",671,0,1,2,0,1,0,0,0,0,0,0,0,0,0,"no"
974,"2008-09-13",1,0,12,"2008-09-13",0,1,3,0,56,56,0,"",4,1,0,0,0,0,"2008-09-16","2008-09-15",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
976,"2008-12-21",0,0,5,"2008-12-21",1,2,2,0,52,NA,0,"",2,1,0,1,0,1,"2008-12-23","2008-12-22",305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
977,"2008-09-22",1,0,1,"2008-09-22",0,3,1,1,86,NA,0,"",4,2,0,1,0,0,"2008-09-24","2008-09-23",512,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"no"
979,"2008-06-24",1,0,9,"2008-06-24",0,2,2,0,41,NA,0,"",4,2,0,1,0,0,"2008-06-26","2008-06-25",883,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"no"
980,"2008-08-20",1,0,9,"2008-08-20",0,1,3,0,76,NA,0,"",3,3,0,0,0,0,"2008-08-21","2008-08-20",664,0,0,0,3,2,0,0,0,0,0,0,0,0,0,"no"
981,"2008-12-10",0,0,9,"2008-12-10",1,1,0,0,26,NA,0,"",4,2,0,0,0,0,"2008-12-12","2008-12-11",745,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"no"
982,"2008-08-31",0,0,1,"2008-08-31",0,1,0,0,71,NA,1,"AP",1,1,0,0,0,0,"2008-09-02","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"no"
984,"2008-12-05",1,0,4,"2008-12-05",0,1,0,0,65,NA,0,"",2,1,0,0,0,1,"2008-12-23","2008-12-11",238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
986,"2008-11-16",1,0,8,"2008-11-16",0,1,0,0,8,NA,1,"BQ",3,2,0,0,0,0,"2008-11-18","2008-11-17",1041,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"no"
987,"2008-06-14",0,0,8,"2008-06-14",0,1,2,0,37,NA,0,"CA",2,1,0,0,0,1,"2008-06-17","2008-06-16",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"no"
989,"2008-05-04",1,0,6,"2008-05-04",0,1,0,0,42,NA,0,"",5,4,0,0,0,0,"2008-05-06","2008-05-05",1471,0,0,0,2,0,0,0,0,0,0,0,0,2,0,"no"
990,"2008-05-15",1,0,8,"2008-05-15",0,1,0,0,70,NA,0,"",2,1,0,0,0,1,"2008-05-28","2008-05-28",278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no"
991,"2008-10-20",0,0,9,"2008-10-20",0,3,1,1,65,NA,0,"",4,1,0,1,0,0,"2008-10-21","2008-10-21",812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
992,"2008-12-04",0,0,5,"2008-12-04",0,3,1,1,71,NA,0,"",5,6,0,1,0,0,"2008-12-08","2008-12-05",2304,0,0,0,1,5,0,0,0,0,0,0,0,0,0,"yes"
994,"2008-10-23",1,0,4,"2008-10-23",0,1,3,0,56,NA,0,"",3,1,0,0,0,0,"2008-10-27","2008-10-24",910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
995,"2008-10-10",2,0,12,"2008-10-10",0,1,0,0,35,NA,0,"",4,3,0,0,0,0,"2008-10-13","2008-10-11",1776,0,0,0,1,1,0,0,0,0,0,0,0,0,2,"no"
998,"2008-11-23",0,0,9,"2008-11-23",0,1,0,0,76,NA,0,"CA",2,2,0,0,0,1,"2008-11-25","2008-11-24",705,0,0,2,1,0,1,0,0,0,0,0,0,0,0,"no"
1000,"2008-06-01",1,0,9,"2008-06-01",0,2,0,0,52,NA,1,"",1,1,0,1,0,0,"2008-07-01","0000-00-00",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"yes"
1002,"2008-10-19",1,0,4,"2008-10-19",1,1,0,0,83,NA,1,"AX",1,1,0,0,0,0,"2008-10-21","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"no"
1003,"2008-12-21",0,0,4,"2008-12-21",0,1,3,0,9,NA,0,"",3,1,0,0,0,0,"2008-12-23","2008-12-22",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1004,"2008-06-24",0,0,1,"2008-06-24",0,1,1,1,13,NA,0,"",5,4,0,0,0,0,"2008-06-26","2008-06-25",1488,0,0,0,2,0,2,0,0,0,0,0,0,0,0,"yes"
1005,"2008-10-10",2,0,12,"2008-10-10",0,3,2,0,10,NA,0,"",3,1,0,1,0,1,"2008-10-13","2008-10-10",727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1006,"2008-06-15",2,0,2,"2008-06-15",0,1,2,0,30,NA,0,"BQ",2,1,0,0,0,1,"2008-06-17","2008-06-16",436,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"no"
1008,"2008-12-24",0,0,12,"2008-12-24",0,1,1,1,26,NA,0,"",2,1,0,0,0,0,"2008-12-25","2008-12-30",473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1011,"2008-05-30",1,0,12,"2008-05-30",0,1,2,0,76,NA,0,"",4,1,0,0,0,0,"2008-06-02","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"no"
1013,"2008-11-28",0,0,4,"2008-11-28",0,2,0,0,45,NA,1,"",1,5,0,1,0,0,"2008-12-01","2008-11-28",1190,0,0,0,2,3,0,0,0,0,0,0,0,0,0,"yes"
1014,"2008-12-22",0,0,4,"2008-12-22",0,2,0,0,44,NA,0,"",2,2,0,1,0,1,"2008-12-24","2008-12-23",468,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"no"
1015,"2008-11-10",2,0,9,"2008-11-10",0,1,0,0,74,NA,0,"",4,2,0,0,0,0,"2008-11-11","2008-11-10",930,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"no"
1016,"2008-10-15",0,0,12,"2008-10-15",0,2,2,0,53,53,1,"",3,3,0,1,0,0,"2008-10-17","2008-10-16",495,0,0,0,1,0,0,0,0,0,0,0,0,0,2,"no"
1017,"2008-12-31",0,0,8,"2008-12-31",0,1,0,0,73,NA,0,"BD",3,3,0,0,0,1,"2009-01-05","2009-01-05",1218,0,0,1,0,3,0,0,0,0,0,0,0,0,0,"no"
1018,"2008-05-07",1,0,4,"2008-05-07",1,1,2,0,27,NA,0,"",1,2,0,0,0,0,"2008-05-08","0000-00-00",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"no"
1019,"2008-04-17",2,0,12,"2008-04-17",0,1,0,0,20,NA,0,"",4,1,0,0,0,0,"2008-04-18","2008-04-17",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1021,"2008-10-20",1,0,4,"2008-10-20",1,1,2,0,50,50,0,"",3,1,0,0,0,1,"2008-11-04","2008-12-05",917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"no"
1023,"2008-11-27",0,0,11,"2008-11-27",0,1,1,1,38,NA,0,"",4,2,0,0,0,0,"2008-12-01","2008-11-28",627,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"no"
1024,"2008-09-02",0,0,2,"2008-09-02",1,1,0,0,70,NA,0,"",3,2,0,0,0,1,"2008-09-16","2008-09-12",571,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"yes"
1025,"2008-12-08",0,0,8,"2008-12-08",0,1,0,0,14,NA,0,"BQ",1,1,0,0,0,0,"2008-12-10","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"yes"
1026,"2008-10-08",0,0,8,"2008-10-08",0,1,0,0,51,51,1,"",4,3,0,0,0,0,"2008-10-10","2008-10-09",2313,0,0,0,0,3,0,0,0,0,0,0,0,0,0,"yes"
1027,"2008-08-16",1,0,1,"2008-08-16",1,3,3,0,12,NA,0,"",3,1,0,1,0,0,"2008-08-19","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"no"
1028,"2008-11-13",0,0,8,"2008-11-13",0,2,0,0,47,NA,1,"",1,4,0,1,0,0,"2008-11-17","2008-11-14",1008,0,0,0,1,2,0,0,0,0,0,0,0,0,1,"no"
1029,"2008-05-25",0,0,12,"2008-05-25",0,1,1,1,45,NA,0,"",1,1,0,0,0,0,"2008-06-09","2008-07-12",157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"no"
1030,"2008-12-10",0,0,12,"2008-12-10",0,1,1,1,8,NA,0,"CA",1,1,0,0,0,0,"2008-12-12","2008-12-11",67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1031,"2008-07-14",1,0,9,"2008-07-14",1,1,3,0,72,NA,0,"BQ",1,1,0,0,0,0,"2008-07-16","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"no"
1033,"2008-05-13",2,0,9,"2008-05-13",0,1,3,0,71,NA,0,"",3,2,0,0,0,0,"2008-05-27","2008-05-24",1500,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"no"
1034,"2008-11-22",1,0,8,"2008-11-22",1,1,0,0,28,NA,0,"",5,13,0,0,0,0,"2008-11-25","2008-11-24",9049,0,0,0,13,0,0,0,0,0,0,0,0,0,0,"yes"
1035,"2008-08-08",0,0,2,"2008-08-08",0,1,0,0,64,NA,0,"",3,1,0,0,0,0,"2008-08-21","2008-08-09",194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"no"
1036,"2008-04-16",0,0,5,"2008-04-16",0,2,1,1,40,NA,0,"",4,1,0,1,0,0,"2008-04-18","2008-04-16",995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"yes"
1037,"2008-06-18",0,0,2,"2008-06-18",0,3,0,0,23,NA,0,"",2,1,0,1,0,1,"2008-06-20","2008-06-19",226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"no"
1038,"2008-09-15",1,0,12,"2008-09-15",0,1,1,1,50,NA,0,"",4,1,0,0,0,0,"2008-09-16","2008-09-15",702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1040,"2008-12-02",1,0,12,"2008-12-02",0,1,2,0,26,NA,0,"",3,1,0,0,0,0,"2008-12-04","2008-12-02",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1041,"2008-12-30",0,0,11,"2008-12-30",0,1,0,0,8,NA,0,"",2,1,0,0,0,1,"2008-12-31","2009-01-02",289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"no"
1042,"2008-06-04",2,0,9,"2008-06-04",0,1,0,0,84,NA,0,"",1,1,0,0,0,0,"2008-06-06","0000-00-00",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"no"
1044,"2008-06-08",0,0,4,"2008-06-08",0,1,0,0,18,NA,0,"",1,1,0,0,0,1,"2008-06-10","2008-06-09",542,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"no"
1045,"2008-08-10",1,0,8,"2008-08-10",0,1,3,0,25,NA,0,"",4,3,0,0,0,0,"2008-08-12","0000-00-00",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"no"
1046,"2008-04-04",0,0,9,"2008-04-04",1,3,1,1,52,NA,0,"BD",4,2,0,1,0,0,"2008-04-07","2008-04-05",369,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"yes"
1047,"2008-05-19",2,0,4,"2008-05-19",1,3,2,0,26,NA,0,"",3,1,0,1,0,0,"2008-05-21","2008-05-20",480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"no"
1048,"2008-08-16",0,0,9,"2008-08-16",0,2,0,0,47,NA,0,"",4,1,0,1,0,0,"2008-08-19","2008-08-16",668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"yes"
1049,"2008-09-05",1,0,11,"2008-09-05",0,1,2,0,42,NA,0,"BQ",2,1,0,0,0,0,"2008-09-09","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"yes"
1051,"2008-06-14",2,0,4,"2008-06-14",0,1,0,0,36,NA,1,"AH",1,1,0,0,0,0,"2008-06-17","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"no"
1052,"2008-11-12",0,0,12,"2008-11-12",0,1,2,0,21,NA,0,"",5,6,0,0,0,0,"2008-11-26","2008-11-22",2767,0,0,0,0,0,4,0,0,0,0,0,0,2,0,"no"
1053,"2008-12-17",0,0,12,"2008-12-17",1,3,1,1,23,NA,0,"",2,4,0,1,0,0,"2008-12-31","2008-12-19",316,0,0,0,2,0,0,0,0,0,0,0,0,0,2,"no"
1054,"2008-12-17",1,0,1,"2008-12-17",0,1,2,0,60,NA,0,"",3,1,0,0,0,0,"2008-12-19","2008-12-18",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1055,"2008-08-13",0,0,12,"2008-08-13",0,2,3,0,50,50,0,"",4,2,0,1,0,0,"2008-08-14","2008-08-15",759,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"no"
1056,"2008-12-06",1,0,3,"2008-12-06",1,3,3,0,70,NA,0,"",4,3,0,1,0,0,"2008-12-09","2008-12-06",1010,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"yes"
1058,"2008-11-29",0,0,5,"2008-11-29",0,2,2,0,44,44,1,"",1,1,0,1,0,0,"2008-12-02","2008-11-30",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1059,"2008-07-07",0,0,12,"2008-07-07",0,1,0,0,59,NA,0,"BR",4,2,0,0,0,0,"2008-07-09","2008-07-08",600,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"no"
1060,"2008-06-21",1,0,8,"2008-06-21",0,3,1,1,67,NA,0,"",5,7,0,1,0,0,"2008-06-24","2008-06-24",2277,0,0,0,1,0,6,0,0,0,0,0,0,0,0,"no"
1061,"2008-12-08",1,0,12,"2008-12-08",0,1,0,0,44,NA,0,"",1,1,0,0,0,1,"2008-12-10","2008-12-10",199,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"no"
1062,"2008-12-20",1,0,12,"2008-12-20",0,2,1,1,59,NA,0,"",2,1,0,1,0,0,"2008-12-23","2008-12-22",102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"yes"
1064,"2008-11-04",0,0,12,"2008-11-04",0,2,2,0,47,NA,0,"BD",2,1,0,1,0,1,"2008-11-06","2008-11-05",356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"no"
1065,"2008-11-23",0,0,9,"2008-11-23",0,1,2,0,87,NA,0,"",3,1,0,0,0,1,"2008-11-25","2008-11-24",357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1066,"2008-12-10",0,0,12,"2008-12-10",0,3,2,0,79,NA,0,"",4,2,0,1,0,0,"2008-12-11","2008-12-10",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"no"
1068,"2008-08-06",0,0,9,"2008-08-06",1,3,1,1,21,NA,0,"",4,5,0,1,0,0,"2008-08-07","2008-08-06",2166,0,0,0,0,5,0,0,0,0,0,0,0,0,0,"yes"
1069,"2008-11-22",0,0,1,"2008-11-22",0,1,0,0,68,NA,0,"",3,2,0,0,0,0,"2008-11-25","2008-11-24",1084,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"no"
1071,"2008-10-03",0,0,4,"2008-10-03",0,2,0,0,53,NA,1,"",1,2,0,1,0,0,"2008-10-07","2008-10-05",639,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"no"
1072,"2008-07-09",0,0,9,"2008-07-09",1,3,0,0,67,NA,0,"",3,3,0,1,0,0,"2009-07-13","2009-02-09",817,0,1,0,0,2,0,0,0,0,0,0,0,0,0,"no"
1074,"2008-09-07",0,0,2,"2008-09-07",0,3,1,1,73,NA,0,"",2,2,0,1,0,0,"2008-09-09","2008-09-09",789,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"no"
1075,"2008-10-13",2,0,12,"2008-10-13",0,3,1,1,97,NA,0,"",5,2,0,1,0,0,"2008-11-04","2008-11-26",2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"no"
1076,"2008-09-15",1,0,1,"2008-09-15",0,1,0,0,53,NA,0,"BR",4,3,0,0,0,0,"2008-09-17","2008-09-17",832,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"no"
1078,"2008-06-13",1,0,4,"2008-05-25",0,2,0,0,61,NA,1,"",1,1,0,1,0,0,"2008-06-16","2008-06-13",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1079,"2008-08-04",1,0,9,"2008-08-04",0,1,2,0,88,NA,0,"",3,2,0,0,0,0,"2008-08-06","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"no"
1080,"2008-08-08",0,0,12,"2008-08-08",1,3,3,0,45,NA,0,"",4,3,0,1,0,0,"2008-08-12","2008-08-09",1111,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"no"
1081,"2008-06-06",2,0,12,"2008-06-06",0,1,0,0,48,NA,0,"",3,1,0,0,0,0,"2008-06-09","2008-06-06",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no"
1083,"2008-08-14",1,0,9,"2008-08-14",0,1,0,0,4,NA,0,"",1,1,0,0,0,1,"2008-08-18","2008-08-15",468,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"no"
1084,"2008-09-27",0,0,9,"2008-09-27",0,1,1,1,22,NA,0,"",4,3,0,0,0,0,"2008-09-30","2008-09-27",984,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"yes"
1085,"2008-12-11",0,0,2,"2008-12-11",0,2,2,0,41,NA,1,"",2,2,0,1,0,1,"2008-12-15","2008-12-12",862,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"no"
1086,"2008-08-12",0,0,9,"2008-08-12",0,1,0,0,89,NA,1,"AR",1,1,0,0,0,0,"2008-08-14","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"no"
1087,"2008-10-23",0,0,12,"2008-10-23",0,1,2,0,64,NA,0,"",3,3,0,0,0,0,"2008-11-06","2008-11-07",552,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"no"
1088,"2008-09-30",1,0,4,"2008-09-30",0,1,0,0,24,NA,1,"AX",1,1,0,0,0,0,"2008-10-01","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"yes"
1090,"2008-09-25",1,0,4,"2008-09-25",0,1,3,0,45,NA,0,"BQ",3,2,0,0,0,0,"2008-09-26","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"yes"
1091,"2008-07-28",0,0,9,"2008-07-28",1,3,0,0,67,NA,0,"",5,1,0,1,0,0,"2008-07-29","2008-07-29",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1092,"2008-08-22",1,0,12,"2008-08-22",0,1,0,0,75,NA,1,"AR",1,1,0,0,0,0,"2008-08-25","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"no"
1093,"2008-12-18",2,0,12,"2008-12-18",0,2,1,1,50,NA,0,"",1,1,0,1,0,0,"2008-12-19","2008-12-18",111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"no"
1094,"2008-05-08",1,0,12,"2008-05-08",0,1,2,0,6,NA,0,"BQ",2,1,0,0,0,1,"2008-05-09","2008-05-08",389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1097,"2008-09-25",0,0,8,"2008-09-25",0,1,0,0,12,NA,0,"",2,1,0,0,0,1,"2008-09-29","2008-09-26",347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"no"
1098,"2008-11-24",1,0,4,"2008-11-24",0,2,3,0,81,81,1,"",5,1,0,1,0,0,"2008-11-26","2008-11-25",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"no"
1099,"2008-11-20",2,0,12,"2008-11-20",0,1,0,0,75,NA,0,"",5,2,0,0,0,0,"2008-11-24","2008-11-21",3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"no"
1100,"2008-12-14",1,0,9,"2008-12-14",0,1,0,0,23,23,0,"",2,2,0,0,0,1,"2008-12-16","2008-12-16",1246,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"no"
1101,"2008-06-15",1,0,7,"2008-06-15",0,1,2,0,84,NA,0,"",2,1,0,0,0,1,"2008-06-17","2008-06-16",328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"no"
1102,"2008-09-05",0,0,9,"2008-08-24",0,1,2,0,12,NA,0,"",3,1,0,0,0,0,"2008-09-09","2008-09-08",759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"yes"
1103,"2008-10-30",0,0,4,"2008-10-30",0,2,0,0,44,NA,0,"",4,2,0,1,0,0,"2008-10-31","2008-10-31",1244,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"no"
1104,"2008-11-09",0,0,9,"2008-11-09",0,2,3,0,46,NA,1,"",2,2,0,1,0,0,"2008-11-11","2008-11-10",1200,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"no"
1105,"2008-10-02",0,0,0,"2008-10-02",1,1,3,0,50,NA,0,"",3,4,0,0,0,0,"2008-11-18","2008-11-17",724,0,3,0,0,0,0,0,0,0,0,0,0,1,0,"no"
