"id","age","workclass","rating","education","edu","family_status","occupation","relationship","origin","gender","gain","loss","hours_weekly","country","income"
1689,20," Private",200450," 7th-8th",4,3," Machine-op-inspct"," Own-child",5,1,0,0,52," United-States","low"
1691,17," Private",329791," 12th",8,3," Handlers-cleaners"," Own-child",5,2,0,0,25," United-States","low"
1692,40," Private",201495," 11th",7,3," Transport-moving"," Own-child",5,2,0,0,35," United-States","low"
1694,35," Private",149347," Some-college",10,2," Craft-repair"," Husband",5,2,0,0,45," United-States","low"
1696,42," Private",99373," HS-grad",9,3," Machine-op-inspct"," Not-in-family",5,1,0,0,40," United-States","low"
1701,20," Private",161922," HS-grad",9,3," Handlers-cleaners"," Not-in-family",5,2,0,0,43," United-States","low"
1702,29," Private",351902," HS-grad",9,1," Sales"," Not-in-family",5,2,0,0,34," United-States","low"
1704,29," Private",148429," HS-grad",9,2," Farming-fishing"," Husband",5,2,0,0,60," United-States","low"
1705,49," Private",83444," HS-grad",9,1," Exec-managerial"," Not-in-family",5,2,0,0,40," United-States","low"
1706,24," Private",185821," Some-college",10,3," Sales"," Own-child",5,1,0,0,40," United-States","low"
1708,20," Private",88126," Some-college",10,3," Adm-clerical"," Own-child",5,2,0,0,9," England","low"
1709,24," State-gov",249385," Bachelors",13,3," Adm-clerical"," Other-relative",5,1,0,0,10," United-States","low"
1711,22," Private",135716," HS-grad",9,2," Handlers-cleaners"," Husband",5,2,0,0,40," United-States","low"
1712,45," Private",362883," HS-grad",9,2," Craft-repair"," Husband",5,2,5012,0,40," United-States","low"
1714,34," Private",62124," HS-grad",9,4," Other-service"," Not-in-family",3,2,0,0,40," United-States","low"
1715,21," Private",512828," HS-grad",9,3," Protective-serv"," Own-child",3,2,0,0,40," United-States","low"
1717,45," State-gov",259087," Masters",14,1," Prof-specialty"," Not-in-family",5,1,0,0,45," United-States","low"
1718,32," Private",226267," 5th-6th",3,2," Craft-repair"," Other-relative",5,2,0,0,40," El-Salvador","low"
1722,32," Private",236543," 12th",8,1," Protective-serv"," Own-child",5,2,0,0,54," Mexico","low"
1725,51," Private",96609," Some-college",10,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
1727,36," Private",209609," Bachelors",13,2," Prof-specialty"," Husband",5,2,0,0,38," United-States","low"
1729,28," Private",119128," Assoc-acdm",12,2," Machine-op-inspct"," Husband",5,2,0,0,40," United-States","low"
1730,20," Private",196758," Assoc-acdm",12,3," Sales"," Own-child",5,1,0,0,20," United-States","low"
1731,49," Private",176684," Assoc-voc",11,3," Exec-managerial"," Unmarried",5,1,0,0,40," United-States","low"
1734,58," Private",142724," HS-grad",9,3," Exec-managerial"," Not-in-family",5,1,0,0,43," United-States","low"
1736,24," Private",234460," 9th",5,3," Machine-op-inspct"," Own-child",3,1,0,0,40," Dominican-Republic","low"
1737,65," State-gov",42488," Prof-school",15,2," Exec-managerial"," Husband",5,2,2652,0,8," United-States","low"
1739,29," Self-emp-not-inc",75435," Some-college",10,2," Prof-specialty"," Husband",1,2,0,0,40," United-States","low"
1740,59," Local-gov",130532," Some-college",10,5," Other-service"," Not-in-family",5,1,0,0,40," Poland","low"
1741,25," Private",409815," Assoc-voc",11,3," Exec-managerial"," Not-in-family",3,1,0,0,40," United-States","low"
1742,51," Self-emp-inc",231230," Bachelors",13,2," Exec-managerial"," Husband",5,2,0,0,25," United-States","low"
1743,34," Self-emp-inc",152109," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
1744,32," Private",216145," Some-college",10,3," Craft-repair"," Not-in-family",5,2,4649,0,45," United-States","low"
1745,52," Self-emp-not-inc",123727," HS-grad",9,4," Exec-managerial"," Not-in-family",5,2,0,0,60," United-States","low"
1746,44," Local-gov",145522," Masters",14,3," Prof-specialty"," Not-in-family",5,1,0,0,40," United-States","low"
1747,61," Self-emp-inc",218009," Prof-school",15,1," Prof-specialty"," Not-in-family",5,2,0,0,35," United-States","low"
1748,56," Self-emp-not-inc",115422," HS-grad",9,2," Farming-fishing"," Husband",5,2,0,0,40," United-States","low"
1749,63," Private",156120," 5th-6th",3,3," Priv-house-serv"," Not-in-family",5,1,0,0,50," ?","low"
1750,35," Private",465326," Bachelors",13,2," Sales"," Husband",5,2,0,0,40," United-States","low"
1751,38," Private",49020," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
1752,27," Private",104457," Bachelors",13,3," Machine-op-inspct"," Not-in-family",2,2,0,0,40," ?","low"
1753,23," Private",243723," HS-grad",9,2," Other-service"," Wife",5,1,0,0,40," United-States","low"
1756,48," Private",239058," 12th",8,5," Handlers-cleaners"," Unmarried",5,1,0,0,50," United-States","low"
1757,26," Private",58098," Some-college",10,3," Adm-clerical"," Not-in-family",5,1,0,1977,40," United-States","low"
1758,59," Private",380357," Bachelors",13,1," Exec-managerial"," Not-in-family",5,2,0,0,40," United-States","low"
1759,25," Private",44861," HS-grad",9,3," Other-service"," Not-in-family",5,2,0,0,40," United-States","low"
1760,47," Private",97419," HS-grad",9,2," Protective-serv"," Wife",3,1,0,0,40," United-States","low"
1762,48," Private",192779," Some-college",10,1," Craft-repair"," Not-in-family",5,2,0,0,40," United-States","low"
1765,22," Private",158522," Some-college",10,3," Machine-op-inspct"," Own-child",2,2,0,0,35," United-States","low"
1768,76," ?",224680," Prof-school",15,2," ?"," Husband",5,2,0,1261,20," United-States","low"
1771,48," Private",75619," HS-grad",9,1," Transport-moving"," Other-relative",5,2,0,0,60," United-States","low"
1772,67," ?",81761," Masters",14,2," ?"," Husband",5,2,0,0,2," United-States","low"
1774,56," Private",56331," HS-grad",9,3," Machine-op-inspct"," Not-in-family",5,2,0,0,32," United-States","low"
1775,27," ?",147638," Masters",14,3," ?"," Not-in-family",4,1,0,0,40," Japan","low"
1777,47," Private",164423," HS-grad",9,1," Exec-managerial"," Unmarried",5,1,0,0,43," United-States","low"
1778,38," Private",308171," Some-college",10,4," Tech-support"," Unmarried",3,1,0,0,50," United-States","low"
1782,45," Private",123844," HS-grad",9,1," Other-service"," Own-child",5,1,0,0,60," United-States","low"
1783,19," Private",323810," 10th",6,3," Craft-repair"," Not-in-family",5,2,0,0,40," United-States","low"
1784,34," Private",93394," HS-grad",9,2," Transport-moving"," Husband",5,2,0,0,65," United-States","low"
1785,68," Self-emp-not-inc",35468," Masters",14,2," Prof-specialty"," Husband",5,2,0,0,24," United-States","low"
1786,24," Local-gov",289886," 11th",7,3," Other-service"," Not-in-family",2,2,0,0,45," United-States","low"
1787,25," Local-gov",348986," HS-grad",9,3," Handlers-cleaners"," Other-relative",3,2,0,0,40," United-States","low"
1789,76," ?",191024," Bachelors",13,2," ?"," Husband",5,2,0,0,30," United-States","low"
1790,25," Private",144478," Some-college",10,3," Other-service"," Own-child",5,2,0,0,40," Poland","low"
1791,44," Private",167955," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,40," Poland","low"
1792,40," Private",112247," Bachelors",13,3," Exec-managerial"," Not-in-family",5,1,0,0,50," United-States","low"
1794,23," Private",207415," Bachelors",13,3," Exec-managerial"," Own-child",5,1,0,0,15," United-States","low"
1795,37," Private",34146," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,68," United-States","low"
1796,50," Private",240496," Some-college",10,1," Tech-support"," Not-in-family",5,1,0,0,36," United-States","low"
1798,30," ?",126402," 11th",7,3," ?"," Unmarried",3,1,0,0,40," United-States","low"
1799,27," Self-emp-inc",120126," 9th",5,3," Craft-repair"," Own-child",5,2,0,0,40," United-States","low"
1800,28," Private",149652," 10th",6,3," Other-service"," Own-child",3,1,0,0,30," United-States","low"
1801,44," Local-gov",101689," Some-college",10,1," Adm-clerical"," Unmarried",5,1,0,0,40," United-States","low"
1802,37," Private",83375," HS-grad",9,1," Farming-fishing"," Not-in-family",5,2,0,0,40," United-States","low"
1803,24," Private",218957," Some-college",10,3," Protective-serv"," Own-child",5,2,0,0,24," ?","low"
1804,74," Private",89852," 12th",8,2," Handlers-cleaners"," Husband",5,2,0,0,11," United-States","low"
1805,25," Private",230403," Bachelors",13,2," Other-service"," Wife",5,1,0,0,40," United-States","low"
1808,33," State-gov",85632," Some-college",10,2," Adm-clerical"," Wife",5,1,0,0,40," United-States","low"
1811,29," Private",100563," HS-grad",9,3," Transport-moving"," Own-child",3,2,0,0,40," United-States","low"
1812,57," Self-emp-not-inc",98466," HS-grad",9,2," Adm-clerical"," Wife",5,1,0,0,16," United-States","low"
1813,21," Private",249271," Some-college",10,3," Craft-repair"," Own-child",5,2,0,0,40," United-States","low"
1817,27," Private",197380," Assoc-acdm",12,3," Prof-specialty"," Not-in-family",5,2,0,0,40," United-States","low"
1818,51," Local-gov",184542," HS-grad",9,2," Machine-op-inspct"," Husband",5,2,0,0,40," United-States","low"
1821,40," Private",245073," 7th-8th",4,3," Other-service"," Not-in-family",5,2,0,0,20," United-States","low"
1822,27," ?",253873," Some-college",10,1," ?"," Not-in-family",5,1,0,0,25," United-States","low"
1824,30," Private",143540," 9th",5,2," Farming-fishing"," Husband",5,2,0,0,40," United-States","low"
1825,36," Private",287658," HS-grad",9,3," Adm-clerical"," Own-child",3,2,0,0,40," United-States","low"
1826,24," Private",183751," 11th",7,2," Craft-repair"," Husband",5,2,0,0,65," United-States","low"
1827,50," Private",144361," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
1828,39," Private",74194," Assoc-voc",11,1," Craft-repair"," Not-in-family",5,2,0,1724,45," United-States","low"
1829,45," Federal-gov",235891," Assoc-acdm",12,3," Adm-clerical"," Not-in-family",5,2,0,0,40," Columbia","low"
1831,30," Local-gov",83066," HS-grad",9,2," Other-service"," Husband",3,2,0,0,40," United-States","low"
1833,24," Private",204172," Bachelors",13,3," Sales"," Other-relative",5,1,0,0,40," United-States","low"
1836,22," Private",194031," Some-college",10,3," Other-service"," Own-child",5,1,0,0,15," United-States","low"
1837,64," Private",108054," HS-grad",9,5," Transport-moving"," Not-in-family",5,2,0,0,22," United-States","low"
1838,36," Private",176101," Some-college",10,2," Handlers-cleaners"," Husband",5,2,0,0,40," United-States","low"
1839,17," Private",272372," 11th",7,3," Adm-clerical"," Own-child",5,1,0,0,7," United-States","low"
1848,33," Private",228528," 10th",6,3," Craft-repair"," Unmarried",5,1,0,0,35," United-States","low"
1850,37," Federal-gov",196348," Some-college",10,2," Machine-op-inspct"," Husband",5,2,0,0,40," United-States","low"
1852,70," ?",207627," HS-grad",9,2," ?"," Husband",5,2,2227,0,24," United-States","low"
1856,38," ?",212048," Prof-school",15,1," ?"," Not-in-family",5,1,0,0,30," United-States","low"
1857,37," Private",163199," Some-college",10,1," Tech-support"," Not-in-family",1,1,0,0,40," United-States","low"
1859,21," ?",183945," Some-college",10,3," ?"," Own-child",5,1,0,0,35," United-States","low"
1860,30," Private",262092," Bachelors",13,2," Sales"," Husband",5,2,0,0,55," United-States","low"
1862,22," Private",554317," 9th",5,2," Other-service"," Other-relative",5,2,0,0,35," Mexico","low"
1867,24," State-gov",43475," Bachelors",13,3," Prof-specialty"," Not-in-family",5,2,0,0,40," United-States","low"
1868,35," Private",148581," HS-grad",9,2," Craft-repair"," Husband",5,2,0,1743,40," United-States","low"
1869,18," ?",36348," Some-college",10,3," ?"," Own-child",5,2,0,0,48," United-States","low"
1870,47," Self-emp-not-inc",321851," Assoc-voc",11,4," Exec-managerial"," Unmarried",5,1,0,0,40," United-States","low"
1872,27," Private",38606," Bachelors",13,3," Sales"," Not-in-family",5,2,0,1507,45," United-States","low"
1873,34," Private",217652," 12th",8,1," Machine-op-inspct"," Own-child",5,1,0,0,40," United-States","low"
1875,23," Private",460046," HS-grad",9,4," Exec-managerial"," Unmarried",5,1,0,0,42," United-States","low"
1878,63," Private",171635," Bachelors",13,2," Sales"," Husband",5,2,0,0,40," United-States","low"
1879,42," Private",234633," 11th",7,2," Transport-moving"," Husband",5,2,0,0,47," United-States","low"
1880,38," Private",257942," HS-grad",9,3," Adm-clerical"," Not-in-family",5,2,0,0,60," United-States","low"
1882,28," Private",204516," 10th",6,3," Transport-moving"," Not-in-family",5,2,0,0,45," United-States","low"
1885,21," Private",127914," Some-college",10,3," Other-service"," Own-child",5,2,0,0,20," United-States","low"
1888,36," Private",75826," Bachelors",13,1," Adm-clerical"," Unmarried",5,1,0,0,40," United-States","low"
1892,34," Private",158688," Some-college",10,2," Prof-specialty"," Husband",5,2,0,0,45," United-States","low"
1893,19," ?",455665," HS-grad",9,3," ?"," Own-child",5,2,0,0,44," United-States","low"
1894,19," Private",304299," HS-grad",9,3," Sales"," Unmarried",5,1,0,0,40," United-States","low"
1897,42," Private",24364," Some-college",10,2," Other-service"," Wife",3,1,0,0,30," United-States","low"
1900,30," Private",341346," 11th",7,2," Sales"," Husband",5,2,0,0,40," United-States","low"
1901,80," Self-emp-not-inc",562336," HS-grad",9,2," Farming-fishing"," Husband",5,2,0,0,20," United-States","low"
1902,49," Self-emp-not-inc",171540," Some-college",10,2," Farming-fishing"," Husband",5,2,0,0,60," United-States","low"
1904,30," Private",175761," 11th",7,2," Craft-repair"," Husband",5,2,2579,0,40," United-States","low"
1905,22," Private",95647," 11th",7,3," Transport-moving"," Own-child",2,2,0,0,40," Philippines","low"
1906,19," ?",182609," HS-grad",9,3," ?"," Own-child",3,1,0,0,25," United-States","low"
1908,17," ?",114798," 11th",7,3," ?"," Own-child",5,1,0,0,18," United-States","low"
1909,47," State-gov",106466," Some-college",10,1," Craft-repair"," Unmarried",5,2,0,0,40," United-States","low"
1910,48," Self-emp-not-inc",96975," HS-grad",9,4," Other-service"," Unmarried",5,1,0,0,45," United-States","low"
1911,35," Private",433682," Bachelors",13,3," Tech-support"," Not-in-family",3,2,0,0,40," United-States","low"
1912,41," Private",182370," Assoc-acdm",12,1," Craft-repair"," Own-child",5,2,0,0,40," United-States","low"
1914,26," Federal-gov",276075," Some-college",10,2," Adm-clerical"," Husband",3,2,0,0,40," United-States","low"
1915,68," ?",170182," Some-college",10,3," ?"," Unmarried",3,1,0,0,40," United-States","low"
1917,33," Private",180624," HS-grad",9,1," Machine-op-inspct"," Unmarried",3,1,0,0,40," United-States","low"
1918,40," Private",195892," Some-college",10,1," Transport-moving"," Not-in-family",3,1,0,0,40," United-States","low"
1920,31," Private",66278," Some-college",10,2," Prof-specialty"," Wife",5,1,3907,0,40," United-States","low"
1921,20," ?",40060," Some-college",10,3," ?"," Own-child",5,2,0,0,56," United-States","low"
1922,28," Private",167737," Bachelors",13,5," Other-service"," Own-child",5,2,0,1977,50," United-States","low"
1923,46," Self-emp-not-inc",110015," 7th-8th",4,2," Exec-managerial"," Husband",5,2,0,0,75," Greece","low"
1924,31," Private",286406," HS-grad",9,3," Exec-managerial"," Not-in-family",5,2,3324,0,40," United-States","low"
1925,34," Local-gov",104509," Masters",14,4," Prof-specialty"," Unmarried",5,1,0,0,40," United-States","low"
1926,28," Private",424340," Some-college",10,3," Adm-clerical"," Own-child",3,2,0,0,40," United-States","low"
1932,38," Self-emp-not-inc",140117," Some-college",10,3," Other-service"," Not-in-family",5,1,0,0,20," United-States","low"
1933,19," Private",260265," HS-grad",9,3," Adm-clerical"," Own-child",5,2,0,0,50," United-States","low"
1934,32," ?",913447," HS-grad",9,1," ?"," Not-in-family",3,1,0,0,40," United-States","low"
1936,46," Private",142490," Some-college",10,1," Machine-op-inspct"," Not-in-family",3,1,0,0,40," United-States","low"
1940,24," Private",224238," Bachelors",13,3," Adm-clerical"," Own-child",5,2,0,0,40," United-States","low"
1941,52," Private",92968," Bachelors",13,4," Exec-managerial"," Unmarried",5,1,0,0,40," ?","low"
1942,22," Federal-gov",280567," Some-college",10,3," Transport-moving"," Own-child",5,2,0,0,4," United-States","low"
1943,59," Private",137506," 9th",5,5," Handlers-cleaners"," Unmarried",5,2,0,0,40," United-States","low"
1945,33," State-gov",292317," 9th",5,2," Farming-fishing"," Husband",5,2,0,0,40," United-States","low"
1946,27," ?",60726," Bachelors",13,3," ?"," Not-in-family",3,2,0,0,45," United-States","low"
1950,19," Private",327079," Some-college",10,3," Adm-clerical"," Own-child",5,1,0,0,40," United-States","low"
1951,20," Private",324469," Some-college",10,3," Machine-op-inspct"," Not-in-family",5,1,0,0,40," United-States","low"
1952,46," Private",125487," Assoc-voc",11,2," Tech-support"," Husband",5,2,0,0,40," United-States","low"
1954,24," Local-gov",174413," Bachelors",13,3," Prof-specialty"," Not-in-family",5,1,0,1977,40," United-States","low"
1956,38," Local-gov",745768," Some-college",10,1," Exec-managerial"," Unmarried",3,1,0,0,45," United-States","low"
1957,44," Private",57233," Some-college",10,2," Prof-specialty"," Husband",5,2,0,0,45," United-States","low"
1958,30," Private",169589," Some-college",10,2," Adm-clerical"," Husband",5,2,0,0,40," United-States","low"
1960,51," Private",129177," HS-grad",9,1," Adm-clerical"," Not-in-family",5,1,0,0,38," United-States","low"
1962,44," Private",167333," HS-grad",9,3," Other-service"," Own-child",5,2,0,0,40," United-States","low"
1967,44," Private",456236," Masters",14,2," Adm-clerical"," Husband",5,2,0,0,40," United-States","low"
1970,39," Private",202683," Bachelors",13,2," Adm-clerical"," Husband",5,2,0,0,40," United-States","low"
1972,26," Private",40915," Bachelors",13,3," Adm-clerical"," Not-in-family",5,1,0,0,40," United-States","low"
1973,61," Self-emp-not-inc",39128," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,35," United-States","low"
1974,22," Private",309178," HS-grad",9,3," Transport-moving"," Own-child",5,2,0,0,40," United-States","low"
1976,26," Private",194352," Bachelors",13,3," Prof-specialty"," Own-child",5,1,0,0,40," United-States","low"
1979,30," Private",219318," HS-grad",9,3," Machine-op-inspct"," Other-relative",5,1,0,0,35," Puerto-Rico","low"
1981,20," Private",59948," HS-grad",9,3," Other-service"," Own-child",3,1,0,0,18," United-States","low"
1982,27," Private",135296," Masters",14,3," Exec-managerial"," Not-in-family",5,1,0,0,40," United-States","low"
1984,31," Private",83446," HS-grad",9,5," Craft-repair"," Unmarried",5,1,0,0,40," United-States","low"
1985,49," State-gov",206577," Some-college",10,1," Adm-clerical"," Own-child",5,2,0,0,40," United-States","low"
1987,20," ?",369678," 12th",8,3," ?"," Not-in-family",4,2,0,1605,40," United-States","low"
1988,34," Private",112584," 10th",6,1," Other-service"," Unmarried",5,1,0,0,38," United-States","low"
1989,48," Private",202322," 1st-4th",2,2," Handlers-cleaners"," Husband",5,2,0,0,40," El-Salvador","low"
1990,35," Private",156728," HS-grad",9,2," Farming-fishing"," Husband",5,2,0,0,40," United-States","low"
1991,34," Private",271933," Bachelors",13,3," Exec-managerial"," Other-relative",5,1,0,1744,45," United-States","low"
1994,33," Private",137310," HS-grad",9,3," Machine-op-inspct"," Own-child",5,1,0,0,40," ?","low"
1995,53," Private",127117," HS-grad",9,2," Machine-op-inspct"," Husband",5,2,0,0,40," United-States","low"
1998,59," Private",131869," HS-grad",9,5," Other-service"," Not-in-family",5,1,0,0,35," United-States","low"
2001,33," Private",190772," HS-grad",9,3," Adm-clerical"," Not-in-family",5,1,0,1620,40," United-States","low"
2004,23," Private",370057," HS-grad",9,1," Adm-clerical"," Not-in-family",5,1,0,0,40," United-States","low"
2006,61," ?",226989," Some-college",10,2," ?"," Not-in-family",5,2,0,0,40," United-States","low"
2007,30," Private",99928," Bachelors",13,3," Sales"," Not-in-family",5,1,0,0,40," United-States","low"
2008,21," Private",376416," Some-college",10,3," Transport-moving"," Own-child",5,2,0,0,40," United-States","low"
2009,33," Self-emp-not-inc",182556," 12th",8,3," Transport-moving"," Not-in-family",5,2,0,0,40," United-States","low"
2010,36," Private",164866," Bachelors",13,2," Handlers-cleaners"," Husband",5,2,0,0,40," United-States","low"
2011,45," Private",72844," HS-grad",9,1," Exec-managerial"," Not-in-family",5,1,0,0,46," United-States","low"
2012,39," Private",484475," 11th",7,3," Craft-repair"," Not-in-family",3,2,0,0,40," United-States","low"
2013,22," Private",267174," HS-grad",9,3," Handlers-cleaners"," Own-child",3,2,0,0,40," United-States","low"
2015,25," Self-emp-not-inc",72338," HS-grad",9,3," Sales"," Unmarried",2,1,0,0,40," United-States","low"
2016,51," Private",302146," 11th",7,3," Other-service"," Not-in-family",3,1,0,0,40," United-States","low"
2017,28," Private",134813," HS-grad",9,3," Prof-specialty"," Own-child",5,2,0,0,40," United-States","low"
2019,20," Private",123901," HS-grad",9,3," Craft-repair"," Own-child",5,1,0,0,40," United-States","low"
2020,47," Private",93449," HS-grad",9,2," Craft-repair"," Husband",2,2,0,0,60," Japan","low"
2023,40," Private",208470," HS-grad",9,3," Craft-repair"," Not-in-family",5,2,0,0,40," United-States","low"
2024,25," Self-emp-not-inc",60828," Some-college",10,3," Farming-fishing"," Own-child",5,1,0,0,50," United-States","low"
2029,31," Private",253354," 10th",6,2," Sales"," Husband",5,2,0,0,40," United-States","low"
2030,58," Self-emp-not-inc",127539," 10th",6,2," Craft-repair"," Husband",5,2,2406,0,25," United-States","low"
2031,17," Private",147339," 10th",6,3," Prof-specialty"," Own-child",4,1,0,0,15," United-States","low"
2032,26," Private",167350," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,45," United-States","low"
2033,31," Private",247328," 5th-6th",3,3," Transport-moving"," Not-in-family",5,2,0,0,30," El-Salvador","low"
2034,26," Private",143062," Some-college",10,1," Adm-clerical"," Own-child",5,1,0,0,40," United-States","low"
2036,44," Private",197389," HS-grad",9,2," Machine-op-inspct"," Unmarried",5,1,0,0,40," United-States","low"
2038,25," Private",204338," 10th",6,2," Craft-repair"," Husband",5,2,0,0,40," Mexico","low"
2039,28," Private",216178," HS-grad",9,2," Sales"," Husband",5,2,0,0,40," United-States","low"
2044,51," Private",115851," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
2047,36," Local-gov",241998," Bachelors",13,2," Prof-specialty"," Husband",5,2,0,1675,50," United-States","low"
2048,25," Private",208591," Bachelors",13,3," Prof-specialty"," Own-child",5,2,0,0,40," United-States","low"
2049,25," Self-emp-inc",163039," Assoc-acdm",12,3," Sales"," Not-in-family",5,2,0,0,60," United-States","low"
2050,52," Private",180062," Some-college",10,2," Exec-managerial"," Husband",5,2,0,0,60," United-States","low"
2051,38," Private",237091," Some-college",10,2," Other-service"," Unmarried",5,1,0,0,36," Peru","low"
2052,62," ?",94931," Assoc-voc",11,2," ?"," Husband",5,2,3410,0,40," United-States","low"
2053,27," Private",38353," HS-grad",9,1," Craft-repair"," Not-in-family",5,2,0,0,40," United-States","low"
2054,38," Private",239755," 11th",7,1," Craft-repair"," Not-in-family",5,2,0,0,40," United-States","low"
2055,35," Private",102976," HS-grad",9,1," Exec-managerial"," Not-in-family",5,2,0,0,50," United-States","low"
2056,21," Private",196816," Assoc-voc",11,2," Craft-repair"," Other-relative",5,2,0,0,50," United-States","low"
2057,66," Private",142501," HS-grad",9,3," Other-service"," Other-relative",3,1,0,0,3," United-States","low"
2060,25," Private",356017," 11th",7,3," Other-service"," Not-in-family",5,2,0,0,99," United-States","low"
2061,47," State-gov",103406," HS-grad",9,2," Tech-support"," Husband",5,2,0,0,40," United-States","low"
2063,19," Local-gov",202184," Some-college",10,3," Adm-clerical"," Own-child",5,2,0,0,15," United-States","low"
2064,25," ?",104614," 11th",7,3," ?"," Unmarried",5,1,0,0,40," United-States","low"
2067,61," Private",477209," 7th-8th",4,2," Farming-fishing"," Husband",5,2,0,0,54," United-States","low"
2069,33," Private",66384," HS-grad",9,2," Handlers-cleaners"," Husband",5,2,0,0,38," United-States","low"
2071,27," Private",335421," Masters",14,3," Exec-managerial"," Own-child",5,1,0,0,40," United-States","low"
2072,22," Private",152878," HS-grad",9,2," Transport-moving"," Husband",5,2,0,0,40," United-States","low"
2073,34," Private",281852," HS-grad",9,3," Transport-moving"," Not-in-family",3,2,0,0,80," United-States","low"
2076,44," Private",347653," Assoc-voc",11,2," Exec-managerial"," Husband",5,2,0,0,50," Germany","low"
2078,31," Self-emp-not-inc",281030," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,45," United-States","low"
2079,67," Private",53874," 12th",8,2," Machine-op-inspct"," Husband",3,2,0,0,40," Cuba","low"
2080,30," Private",131425," HS-grad",9,2," Craft-repair"," Husband",5,2,0,0,40," United-States","low"
2081,29," Private",84366," 10th",6,2," Adm-clerical"," Unmarried",5,1,0,0,40," Mexico","low"
2083,38," Self-emp-not-inc",37778," HS-grad",9,3," Farming-fishing"," Not-in-family",5,2,0,0,60," United-States","low"
2086,18," Private",211413," 11th",7,3," Other-service"," Own-child",5,2,0,0,15," United-States","low"
2087,37," Federal-gov",419053," HS-grad",9,1," Craft-repair"," Not-in-family",5,2,0,0,40," United-States","low"
2088,17," Local-gov",99568," 10th",6,3," Prof-specialty"," Own-child",5,1,0,0,10," United-States","low"
2089,29," Private",231287," Some-college",10,1," Tech-support"," Unmarried",5,2,0,0,40," United-States","low"
2090,54," Private",204397," Some-college",10,2," Farming-fishing"," Husband",5,2,0,0,50," United-States","low"
2093,27," Private",41099," Some-college",10,3," Sales"," Not-in-family",5,2,0,0,50," United-States","low"
2094,24," Private",194096," HS-grad",9,3," Prof-specialty"," Own-child",5,1,0,0,45," United-States","low"
2095,41," Private",43467," Bachelors",13,1," Other-service"," Not-in-family",5,1,0,0,99," United-States","low"
2097,28," Private",76129," HS-grad",9,3," Machine-op-inspct"," Unmarried",5,1,0,0,40," Guatemala","low"
2098,39," Federal-gov",193583," Bachelors",13,1," Prof-specialty"," Unmarried",5,1,5454,0,60," United-States","low"
2100,18," Private",338717," 11th",7,3," Handlers-cleaners"," Not-in-family",4,2,0,0,25," United-States","low"
2102,23," Private",175431," HS-grad",9,3," Machine-op-inspct"," Not-in-family",5,2,2173,0,40," United-States","low"
2105,37," Private",186035," Assoc-acdm",12,2," Craft-repair"," Husband",5,2,0,0,55," United-States","low"
2107,51," Private",144284," HS-grad",9,2," Transport-moving"," Husband",5,2,0,0,40," United-States","low"
2109,28," Private",377869," Some-college",10,2," Sales"," Wife",5,1,4063,0,25," United-States","low"
2111,63," Self-emp-not-inc",174181," Bachelors",13,2," Prof-specialty"," Husband",5,2,0,0,20," United-States","low"
2117,64," Self-emp-not-inc",100722," Bachelors",13,2," Adm-clerical"," Husband",5,2,0,0,5," United-States","low"
2120,39," Private",160623," Assoc-acdm",12,3," Craft-repair"," Own-child",5,2,0,0,40," United-States","low"
2121,26," Private",247025," HS-grad",9,2," Transport-moving"," Husband",5,2,0,0,65," United-States","low"
2122,60," Self-emp-not-inc",146674," HS-grad",9,1," Craft-repair"," Not-in-family",3,2,0,0,50," ?","low"
2125,53," ?",29231," 7th-8th",4,2," ?"," Husband",5,2,0,0,35," United-States","low"
2126,19," ?",129586," Some-college",10,3," ?"," Own-child",5,2,0,0,40," United-States","low"
2127,20," Federal-gov",178517," Some-college",10,3," Tech-support"," Not-in-family",5,2,0,0,40," United-States","low"
2128,69," ?",167826," Bachelors",13,2," ?"," Husband",5,2,0,0,40," United-States","low"
2129,20," Private",175808," HS-grad",9,3," Craft-repair"," Own-child",5,2,0,0,40," United-States","low"
2132,32," Private",177940," Assoc-acdm",12,3," Machine-op-inspct"," Own-child",3,2,0,0,48," United-States","low"
2133,21," Private",143604," Some-college",10,3," Adm-clerical"," Own-child",5,1,0,0,12," United-States","low"
2135,19," Private",286435," Some-college",10,3," Craft-repair"," Own-child",5,2,593,0,40," United-States","low"
2136,28," Private",137296," Assoc-acdm",12,3," Other-service"," Not-in-family",3,1,0,0,40," United-States","low"
2137,57," Private",206343," HS-grad",9,4," Machine-op-inspct"," Not-in-family",5,2,2173,0,40," Cuba","low"
2138,35," Private",98776," HS-grad",9,3," Exec-managerial"," Not-in-family",5,2,0,0,60," United-States","low"
2139,39," Private",181553," Bachelors",13,1," Exec-managerial"," Not-in-family",5,2,0,0,55," United-States","low"
